## templates (a): scripts/fuzz.sh replay
# class | filed inputs | signature | shortest culprit (bytes: hex, first 64 bytes)
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 5 | old-ERR-new-ERR+date-old-only--attr-walk--old-attribute-value-is-not-valid-ASN-#-unterminated-indefinite-length-value--new-null-is-wrong-length-nested-asn#-error | 463: 318201cb308201a70201100501010482019d31820199300b020206ad02010104020c00300b020206b002010104021600300b020206b202010104020c00300b02
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 3 | old-ERR-new-ERR+date-old-only--attr-walk--old-attribute-value-is-not-valid-ASN-#-unterminated-indefinite-length-value--new-type-not-constructed-nested-asn#-error | 338: 3182014e308002011211020101248004818c31803080020206a5020101248004010204020101000000003080020206af02010124800401020402012a00000000
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 50 | old-ERR-new-ERR+date-old-only--attr-walk--old-in-app-purchase-attribute-is-not-an-ASN-#-SET--new-null-is-wrong-length-nested-asn#-error | 463: 318201cb308201a70201110501010482019d30820199300b020206ad02010104020c00300b020206b002010104021600300b020206b202010104020c00300b02
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 3 | old-ERR-new-ERR+date-old-only--attr-walk--old-in-app-purchase-attribute-is-not-an-ASN-#-SET--new-unexpected-eoc | 463: 318201cb308201a7020111022c010482019d31820199300b020206ad02010104000c00300b020206b002010104021600300b020206b202010104020c00300b02
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 2 | old-ERR-new-ERR+date-old-only--attr-walk--old-in-app-purchase-attribute-is-not-an-ASN-#-SET--new-universalstring-is-wrong-length-nested-asn#-error | 670: 3182029a308300027502820001111c8200010104830002663283000261308200130282000206ad0282000101048200040c820000308200130282000206b00282
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 2 | old-ERR-new-ERR+date-old-only--attr-walk--old-in-app-purchase-attribute-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-boolean-is-wrong-length-nested-asn#-error | 378: 318201763083000151028200011102820001010402010104008300013d308600140282000206a52b82000101048200050282000101308200140282000206af02
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 50 | old-ERR-new-ERR+date-old-only--attr-walk--old-in-app-purchase-attribute-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-null-is-wrong-length-nested-asn#-error | 135: 318184308002011100010104070c40fba7636f646500003080020101020101040302010000003080020102020101042d0c2b636f6d2e6578616d706c652e6e61
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 5 | old-ERR-new-ERR+date-old-only--attr-walk--old-in-app-purchase-attribute-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-type-not-constructed-nested-asn#-error | 240: 3181ed30800201110201012480045c31803080020206a5020101248004010204020101000000003080020206a60201012480040f0c0c706173732e0407707265
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 50 | old-ERR-new-ERR+date-old-only--attr-walk--old-in-app-purchase-attribute-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-unexpected-eoc | 264: 318201043081e1020111020101048104010c040100000000003080020206a502010124800206af020101040302012a3019020206a702010104100c0e37303030
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 50 | old-ERR-new-ERR+date-old-only--attr-walk--old-in-app-purchase-attribute-is-not-valid-ASN-#-ASN-#-length-exceeds-input--new-universalstring-is-wrong-length-nested-asn#-error | 331: 3182014730800201111c01012480047a31803080020206a53030303004083030303030303031000000003080020206a8047b0201012480040201012480040102
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 9 | old-ERR-new-ERR+date-old-only--attr-walk--old-in-app-purchase-attribute-is-not-valid-ASN-#-indefinite-length-on-a-primitive-value--new-null-is-wrong-length-nested-asn#-error | 463: 318201cb308201a70201110501010482019d31820199300b020206ad02010104020c00300b020206b002010104021600300b020206b202010104020c00300b02
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 2 | old-ERR-new-ERR+date-old-only--attr-walk--old-in-app-purchase-attribute-is-not-valid-ASN-#-indefinite-length-on-a-primitive-value--new-unexpected-eoc-nested-asn#-error | 257: 3181fe308002011102010104819531803080020206a5020101040302010100000580020206a6020101040e0c0c706173732e7072656dffffffffffffffffffff
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 50 | old-ERR-new-ERR+date-old-only--attr-walk--old-in-app-purchase-attribute-is-not-valid-ASN-#-multi-byte-ASN-#-tags-are-not-supported--new-null-is-wrong-length-nested-asn#-error | 463: 318201cb308201a70201110501010482019d30820199300b020206ad02010104020c00300b020206b002010104021600300b020206b202010104020c00300b02
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 2 | old-ERR-new-ERR+date-old-only--attr-walk--old-in-app-purchase-attribute-is-not-valid-ASN-#-multi-byte-ASN-#-tags-are-not-supported--new-universalstring-is-wrong-length-nested-asn#-error | 670: 3182029a308300027502820001111c8200010104830002663183000261ffffff150282000206ad0282000101048200040c820000308200130282000206b00282
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 2 | old-ERR-new-ERR+date-old-only--attr-walk--old-in-app-purchase-attribute-is-not-valid-ASN-#-trailing-bytes-after-ASN-#-value--new-boolean-is-wrong-length-nested-asn#-error | 235: 3181e83081c5020111020101040f000000b9300c020206a50201040102010301300c020206af020101040302012a3019020206a702010104100c0e3730303030
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 24 | old-ERR-new-ERR+date-old-only--attr-walk--old-in-app-purchase-attribute-is-not-valid-ASN-#-trailing-bytes-after-ASN-#-value--new-null-is-wrong-length-nested-asn#-error | 463: 318201cb308201a70201110501010482019d0b0230310182990206ad02010104020c00300b020206b002010104021600300b020206b202010104020c00300b02
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 2 | old-ERR-new-ERR+date-old-only--attr-walk--old-in-app-purchase-attribute-is-not-valid-ASN-#-trailing-bytes-after-ASN-#-value--new-type-not-constructed-nested-asn#-error | 496: 318201ec30800201110201010481cb31803080020206a5020101040302010100003080020206af0202012a00003080020206a702010104100c0e373030303030
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 2 | old-ERR-new-ERR+date-old-only--attr-walk--old-in-app-purchase-attribute-is-not-valid-ASN-#-trailing-bytes-after-ASN-#-value--new-universalstring-is-wrong-length-nested-asn#-error | 670: 3182029a308300027502820001111c820001010483000266c77cfffd61308200130282000206ad0282000101048200040c820000308200130282000206b00282
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 3 | old-ERR-new-ERR+date-old-only--attr-walk--old-in-app-purchase-attribute-is-not-valid-ASN-#-truncated-ASN-#-value--new-boolean-is-wrong-length-nested-asn#-error | 183: 3181b4308191020111020101040006318185300c020206a502010104030201013017020206a6020101040e0c0c706173732e7072656d69756d300c020206a702
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 50 | old-ERR-new-ERR+date-old-only--attr-walk--old-in-app-purchase-attribute-is-not-valid-ASN-#-truncated-ASN-#-value--new-null-is-wrong-length-nested-asn#-error | 110: 316c3080020111000101040000308002010202010104ff032b636f6d2e6578616d706c652e6e6174750030240295040201010408d1bcfecf04000000d2000c04
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 10 | old-ERR-new-ERR+date-old-only--attr-walk--old-in-app-purchase-attribute-is-not-valid-ASN-#-truncated-ASN-#-value--new-unexpected-eoc | 183: 3181b4308191020111020101040100000000000001030201003035020102020101042d0c2b636f6d2e6578616d706c652e6e61747572656c61622e6261636b79
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 7 | old-ERR-new-ERR+date-old-only--attr-walk--old-in-app-purchase-attribute-is-not-valid-ASN-#-truncated-ASN-#-value--new-universalstring-is-wrong-length-nested-asn#-error | 670: 3182029a308300027502820001111c8200010104830002663183000261308200130282000206ad0282000101048200040c820000308200130282000206b00282
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 50 | old-ERR-new-ERR+date-old-only--attr-walk--old-in-app-purchase-attribute-is-not-valid-ASN-#-unsupported-ASN-#-length--new-null-is-wrong-length-nested-asn#-error | 463: 318201cb308201a70201110501010482019d31820199300b020206ad02010104020c00300b020206b002010104021600300b020206b202010104020c00300b02
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 13 | old-ERR-new-ERR+date-old-only--attr-walk--old-in-app-purchase-attribute-is-not-valid-ASN-#-unsupported-ASN-#-length--new-universalstring-is-wrong-length-nested-asn#-error | 670: 3182029a308300027502820001111c8200010104830002663183000261308200130282000206ad0282000101048200040c820000308200130282000206b00282
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 32 | old-ERR-new-ERR+date-old-only--attr-walk--old-in-app-purchase-attribute-is-not-valid-ASN-#-unterminated-indefinite-length-value--new-boolean-is-wrong-length-nested-asn#-error | 448: 318201bc308002011102010124800482011e31803080020206ad020101248004010c040100000000003080020206b00201012480040116040100000000003080
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 9 | old-ERR-new-ERR+date-old-only--attr-walk--old-in-app-purchase-attribute-is-not-valid-ASN-#-unterminated-indefinite-length-value--new-null-is-wrong-length-nested-asn#-error | 463: 318201cb308201a70201110501010482019d31820199300b020206ad02010104020c00300b020206b002010104021600300b020206b202010104020c00300b02
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 4 | old-ERR-new-ERR+date-old-only--attr-walk--old-in-app-purchase-attribute-is-not-valid-ASN-#-unterminated-indefinite-length-value--new-universalstring-is-wrong-length-nested-asn#-error | 670: 3182029a308300027502820001111c8200010104830002663183000261308200130282000206ad0282000101048200040c820000308200130282000206b00282
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 50 | old-ERR-new-ERR+date-old-only--attr-walk--old-malformed-receipt-attribute--new-null-is-wrong-length-nested-asn#-error | 463: 318201cb308201a70201110501010482019d31820199300b020206ad02010104020c00300b020206b002010104021600300b020206b202010104020c00300b02
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 8 | old-ERR-new-ERR+date-old-only--attr-walk--old-malformed-receipt-attribute--new-universalstring-is-wrong-length-nested-asn#-error | 670: 3182029a308300027502820001111c8200010104830002663183000261308200130282000206ad0282000101048200040c820000308200130282000206b00282
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 50 | old-ERR-new-ERR+date-old-only--attr-walk--old-negative-receipt-integer--new-null-is-wrong-length-nested-asn#-error | 463: 318201cb308201a70201110501010482019d31820199300b020206ad02010104020c00300b020206b002010104021600300b020206b202010104020c00300b02
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 50 | old-ERR-new-ERR+date-old-only--attr-walk--old-receipt-integer-exceeds-the-shared-safe-integer-range--new-null-is-wrong-length-nested-asn#-error | 463: 318201cb308201a70201110501010482019d31820199300b020206ad02010104020c00300b020206b002010104021600300b020206b202010104020c00300b02
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 50 | old-ERR-new-ERR+date-old-only--attr-walk--old-unparseable-receipt-date--new-null-is-wrong-length-nested-asn#-error | 66: 3140301e02011205010104161614323032362d30322d39355432303a30343a34355a301e02010c02010104161614323032342d30382d30365431323a30303a30
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 9 | old-ERR-new-ERR+date-old-only--attr-walk--old-unparseable-receipt-date--new-universalstring-is-wrong-length-nested-asn#-error | 670: 3182029a308300027502820001111c8200010104830002663183000261308200130282000206ad0282000101048200040c820000308200130282000206b00282
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 4 | old-ERR-new-ERR+date-old-only--in-app-attr--old-ok--new-invalid-object-encoding-nested-asn#-error | 16: 310e300c020201020601ba0403020100
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 19 | old-OK-new-ERR+date-old-only--attr--old-ok--new-boolean-is-wrong-length-nested-asn#-error | 18: 3110308002012b0102010104030201000000
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 6 | old-OK-new-ERR+date-old-only--attr--old-ok--new-generalizedtime-is-too-short-nested-asn#-error | 17: 310f308002010018020101040216000000
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 50 | old-OK-new-ERR+date-old-only--attr--old-ok--new-null-is-wrong-length-nested-asn#-error | 34: 3120301e02011205010104161614323032362d30392d32355432303a30343a34355a
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 2 | old-OK-new-ERR+date-old-only--attr--old-ok--new-string-too-short-nested-asn#-error | 156: 318199308002010102010104030201000300d07ffdfefdfd0101042d0c2b636f6d2e6578616d706c652e6e61747572656c61622e6261636b7961726462697264
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 22 | old-OK-new-ERR+date-old-only--attr--old-ok--new-type-not-constructed-nested-asn#-error | 16: 310e300c020227011001010403010203
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 28 | old-OK-new-ERR+date-old-only--attr--old-ok--new-unexpected-eoc | 32: 311e301c02010502010104000000000000008000000000000000000000000000
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 7 | old-OK-new-ERR+date-old-only--attr--old-ok--new-universalstring-is-wrong-length-nested-asn#-error | 16: 310e300c0202270f1c01010403010203
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 3 | old-OK-new-ERR+date-old-only--in-app-attr--old-ok--new-boolean-is-wrong-length-nested-asn#-error | 16: 310e300c020206b40201010401020100
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 3 | old-OK-new-ERR+date-old-only--in-app-attr--old-ok--new-invalid-object-encoding-nested-asn#-error | 16: 310e300c020201020601ba0403020100
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 50 | old-OK-new-ERR--attr--old-ok--new-bmpstring-is-wrong-length-nested-asn#-error | 81: 314f30800201021e0101042d0c2b636f6d2e6578616d706c652e6e010104030c01310000308067810513022430800201050206a802010104161614323032302d
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 50 | old-OK-new-ERR--attr--old-ok--new-boolean-is-wrong-length-nested-asn#-error | 24: 311630800201410102010124800401020402010000000000
S4 a version value (payload-any: also an extra field) that OpenSSL's ANY decoder refuses | 50 | old-OK-new-ERR--attr--old-ok--new-null-is-wrong-length-nested-asn#-error | 34: 3120301e02011205010104161614323032302d30362d30315430303a30303a30305a
